工况,实际预紧力_kN,P1_锚杆屈服上限_kN,P2_锚固上限_kN,P3_压陷上限_kN,主控约束,主控失效模式,最小安全系数,最小裕度_kN,最大允许力矩_Nm,是否安全,扰动幅度,扰动幅度百分比,样本编号,固定Topt_Nm,扰动_yield_load,扰动_hole_diameter,扰动_bond_length,扰动_elastic_modulus,扰动_poisson_ratio,扰动_tray_side,扰动_max_indent_depth,扰动_influence_depth,扰动_torque_conversion
工况 A：岩层锚杆,148.74378964813852,154.16048457848618,345.3426491554888,344.3130023343948,P1,锚杆屈服,1.0364162762234386,5.41669493034766,602.1495651556081,True,0.1,10.0,4799,580.9920000000001,-0.09317362012655178,0.01661470277629762,0.028596923460737445,-0.015199528691696232,-0.03791607931852164,-0.054109474066469404,0.079286139440776,0.09932106067481666,-0.08567611245003673
工况 A：岩层锚杆,148.44047792645372,153.97917315246227,276.1677034345542,475.9192349713989,P1,锚杆屈服,1.0373125666487866,5.538695226008542,602.6703027224119,True,0.1,10.0,3176,580.9920000000001,-0.09424015792669249,-0.09234554436133365,-0.07259970982769733,-0.02342385084589435,-0.013805626994208245,0.0613502682886585,0.03230830202319651,-0.04727721818155511,-0.08380785416641867
工况 A：岩层锚杆,150.21533938934948,155.9000264612236,362.53308558659415,511.4571138786417,P1,锚杆屈服,1.0378435857149033,5.684687071874123,602.9788205516732,True,0.1,10.0,4388,580.9920000000001,-0.08294102081633177,-0.016674421842031203,0.07668959625872854,0.030902854927894435,0.03129663178098957,0.0491744971166819,0.06596537675271022,-0.04993878152955205,-0.09463307440596413
工况 A：岩层锚杆,148.67722134999545,154.30954049312837,298.5384948205958,309.95672042438497,P1,锚杆屈服,1.0378828652566359,5.632319143132918,603.0016416511836,True,0.1,10.0,3971,580.9920000000001,-0.09229682062865661,-0.06330790661928257,-0.06131087795617225,0.019959977117491715,0.02444792105164148,-0.07569455536983194,-0.06410777552711769,0.055927937690676804,-0.08526673578430993
工况 A：岩层锚杆,149.21028161341718,154.9112518133154,300.82073689061895,311.4831983966298,P1,锚杆屈服,1.0382076230823598,5.700970199898222,603.1903233498665,True,0.1,10.0,3296,580.9920000000001,-0.08875734227461535,-0.03451291686724499,-0.0002904812782431876,-0.08564377154969885,0.020384370879363886,-0.07590147828811732,0.007886553456798964,0.013404998613769092,-0.088534660417324
工况 A：岩层锚杆,149.78290780905468,155.55420824674596,315.8224922130938,332.3249855184295,P1,锚杆屈服,1.0385311015930376,5.771300437691281,603.3782617767422,True,0.1,10.0,3669,580.9920000000001,-0.08497524560737671,-0.05415342668972274,-0.00033410072666370527,-0.0009446774195729785,-0.04378058373712357,0.005329860807934031,-0.09357433899508064,0.09537615695718482,-0.09201922976836119
工况 A：岩层锚杆,151.0566950541471,156.9332643765493,327.9872847002866,356.44894571048536,P1,锚杆屈服,1.0389030709317166,5.87656932240219,603.59437298676,True,0.1,10.0,21,580.9920000000001,-0.07686315072618062,0.020723059309885078,-0.024804826456204188,-0.018052151200464397,-0.05284636878629978,-0.05615559055545305,-0.019076115172180844,-0.043647236675298934,-0.0996757876157024
工况 A：岩层锚杆,149.39641986012958,155.22188506755973,378.1368435776421,508.863435983429,P1,锚杆屈服,1.0389933387485735,5.825465207430142,603.6468178662112,True,0.1,10.0,1106,580.9920000000001,-0.08693008783788399,0.044062848609633554,0.09801282660080676,-0.016736412377287263,-0.0018516465085484934,0.07729120195483338,0.07680180008215873,-0.0343414457973326,-0.08967028709705233
工况 A：岩层锚杆,149.018922188919,154.8634820626994,338.02063531448607,459.82431898103874,P1,锚杆屈服,1.0392202532935446,5.844559873780412,603.7786534015231,True,0.1,10.0,951,580.9920000000001,-0.08903834080765057,-0.06567122502370662,0.0636615852284241,0.022208499841916224,-0.07511981377022728,0.04868121976255388,0.08245581175107078,0.0484271253111756,-0.08736422192353682
工况 A：岩层锚杆,150.55749608715246,156.54068302699153,306.4455285834578,410.8723703195412,P1,锚杆屈服,1.0397402128445044,5.983186939839072,604.0807457409543,True,0.1,10.0,295,580.9920000000001,-0.07917245278240265,-0.061619576178440584,0.0038899108071696886,-0.033961825886243066,-0.009156222985129608,0.04494713885621826,0.011320000319858511,0.037282685962214124,-0.09669060967064452
